HS - Combined  Product Code,HS - Combined  Product Description,ISIC Revision 3 Product Code,ISIC Revision 3 Product Description
390690,Other,2413,Manufacture of plastics in primary forms and of synthetic rubber
390710,Polyacetals,2413,Manufacture of plastics in primary forms and of synthetic rubber
390720,Other polyethers,2413,Manufacture of plastics in primary forms and of synthetic rubber
390730,Epoxide resins,2413,Manufacture of plastics in primary forms and of synthetic rubber
390740,Polycarbonates,2413,Manufacture of plastics in primary forms and of synthetic rubber
390750,Alkyd resins,2413,Manufacture of plastics in primary forms and of synthetic rubber
390760,Poly(ethylene terephthalate),2413,Manufacture of plastics in primary forms and of synthetic rubber
390791,Unsaturated,2413,Manufacture of plastics in primary forms and of synthetic rubber
390799,Other,2413,Manufacture of plastics in primary forms and of synthetic rubber
390810,"Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12",2413,Manufacture of plastics in primary forms and of synthetic rubber
390890,Other,2413,Manufacture of plastics in primary forms and of synthetic rubber
390910,Urea resins; thiourea resins,2413,Manufacture of plastics in primary forms and of synthetic rubber
390920,Melamine resins,2413,Manufacture of plastics in primary forms and of synthetic rubber
390930,Other aminoresins,2413,Manufacture of plastics in primary forms and of synthetic rubber
390940,Phenolic resins,2413,Manufacture of plastics in primary forms and of synthetic rubber
390950,Polyurethanes,2413,Manufacture of plastics in primary forms and of synthetic rubber
391000,Silicones in primary forms.,2413,Manufacture of plastics in primary forms and of synthetic rubber
391110,"Petroleum resins, coumarone, indene or coumaroneindene resins and polyterpenes",2413,Manufacture of plastics in primary forms and of synthetic rubber
391190,Other,2413,Manufacture of plastics in primary forms and of synthetic rubber
391211,Nonplasticised,2413,Manufacture of plastics in primary forms and of synthetic rubber
391212,Plasticised,2413,Manufacture of plastics in primary forms and of synthetic rubber
391220,Cellulose nitrates (including collodions),2413,Manufacture of plastics in primary forms and of synthetic rubber
391231,Carboxymethylcellulose and its salts,2413,Manufacture of plastics in primary forms and of synthetic rubber
391239,Other,2413,Manufacture of plastics in primary forms and of synthetic rubber
391290,Other,2413,Manufacture of plastics in primary forms and of synthetic rubber
391310,"Alginic acid, its salts and esters",2413,Manufacture of plastics in primary forms and of synthetic rubber
391390,Other,2413,Manufacture of plastics in primary forms and of synthetic rubber
391400,"Ionexchangers based on polymers of headings 39.01 to 39.13, in primary forms.",2413,Manufacture of plastics in primary forms and of synthetic rubber
391510,Of polymers of ethylene,9999,Goods not elsewhere classified
391520,Of polymers of styrene,9999,Goods not elsewhere classified
391530,Of polymers of vinyl chloride,9999,Goods not elsewhere classified
391590,Of other plastics,9999,Goods not elsewhere classified
391610,Of polymers of ethylene,2520,Manufacture of plastics products
391620,Of polymers of vinyl chloride,2520,Manufacture of plastics products
391690,Of other plastics,2520,Manufacture of plastics products
391710,Artificial guts (sausage casings) of hardened protein or of cellulosic materials,2520,Manufacture of plastics products
391721,Of polymers of ethylene,2520,Manufacture of plastics products
391722,Of polymers of propylene,2520,Manufacture of plastics products
391723,Of polymers of vinyl chloride,2520,Manufacture of plastics products
391729,Of other plastics,2520,Manufacture of plastics products
391731,"Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa",2520,Manufacture of plastics products
391732,"Other, not reinforced or otherwise combined with other materials, without fittings",2520,Manufacture of plastics products
391733,"Other, not reinforced or otherwise combined with other materials, with fittings",2520,Manufacture of plastics products
391739,Other,2520,Manufacture of plastics products
391740,Fittings,2520,Manufacture of plastics products
391810,Of polymers of vinyl chloride,2520,Manufacture of plastics products
391890,Of other plastics,2520,Manufacture of plastics products
391910,In rolls of a width not exceeding 20 cm,2520,Manufacture of plastics products
391990,Other,2520,Manufacture of plastics products
392010,Of polymers of ethylene,2520,Manufacture of plastics products
392020,Of polymers of propylene,2520,Manufacture of plastics products
392030,Of polymers of styrene,2520,Manufacture of plastics products
392041,(-2001) Of polymers of vinyl chloride :-- Rigid,2520,Manufacture of plastics products
392042,(-2001) Of polymers of vinyl chloride :-- Flexible,2520,Manufacture of plastics products
392043,(2002-) Containing by weight not less than 6 % of plasticisers,2520,Manufacture of plastics products
392049,(2002-) Other,2520,Manufacture of plastics products
392051,Of poly(methyl methacrylate),2520,Manufacture of plastics products
392059,Other,2520,Manufacture of plastics products
392061,Of polycarbonates,2520,Manufacture of plastics products
392062,Of poly(ethylene terephthalate),2520,Manufacture of plastics products
392063,Of unsaturated polyesters,2520,Manufacture of plastics products
392069,Of other polyesters,2520,Manufacture of plastics products
392071,Of regenerated cellulose,2520,Manufacture of plastics products
392072,(-2006) Of vulcanised fibre,2520,Manufacture of plastics products
392073,Of cellulose acetate,2520,Manufacture of plastics products
392079,Of other cellulose derivatives,2520,Manufacture of plastics products
392091,Of poly(vinyl butyral),2520,Manufacture of plastics products
392092,Of polyamides,2520,Manufacture of plastics products
392093,Of aminoresins,2520,Manufacture of plastics products
392094,Of phenolic resins,2520,Manufacture of plastics products
392099,Of other plastics,2520,Manufacture of plastics products
392111,Of polymers of styrene,2520,Manufacture of plastics products
392112,Of polymers of vinyl chloride,2520,Manufacture of plastics products
392113,Of polyurethanes,2520,Manufacture of plastics products
392114,Of regenerated cellulose,2520,Manufacture of plastics products
392119,Of other plastics,2520,Manufacture of plastics products
392190,Other,2520,Manufacture of plastics products
392210,"Baths, showerbaths, sinks and washbasins",2520,Manufacture of plastics products
392220,Lavatory seats and covers,2520,Manufacture of plastics products
392290,Other,2520,Manufacture of plastics products
392310,"Boxes, cases, crates and similar articles",2520,Manufacture of plastics products
392321,Of polymers of ethylene,2520,Manufacture of plastics products
392329,Of other plastics,2520,Manufacture of plastics products
392330,"Carboys, bottles, flasks and similar articles",2520,Manufacture of plastics products
392340,"Spools, cops, bobbins and similar supports",2520,Manufacture of plastics products
392350,"Stoppers, lids, caps and other closures",2520,Manufacture of plastics products
392390,Other,2520,Manufacture of plastics products
392410,Tableware and kitchenware,2520,Manufacture of plastics products
392490,Other,2520,Manufacture of plastics products
392510,"Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l",2520,Manufacture of plastics products
392520,"Doors, windows and their frames and thresholds for doors",2520,Manufacture of plastics products
392530,"Shutters, blinds (including Venetian blinds) and similar articles and parts thereof",2520,Manufacture of plastics products
392590,Other,2520,Manufacture of plastics products
392610,Office or school supplies,2520,Manufacture of plastics products
392620,"Articles of apparel and clothing accessories (including gloves, mittens and mitts)",2520,Manufacture of plastics products
392630,"Fittings for furniture, coachwork or the like",2520,Manufacture of plastics products
392640,Statuettes and other ornamental articles,2520,Manufacture of plastics products
392690,Other,2520,Manufacture of plastics products
400110,"Natural rubber latex, whether or not prevulcanised",0111,Growing of cereals and other crops n.e.c.
400121,Smoked sheets,0111,Growing of cereals and other crops n.e.c.
400122,Technically specified natural rubber (TSNR),0111,Growing of cereals and other crops n.e.c.
400129,Other,0111,Growing of cereals and other crops n.e.c.
400130,"Balata, gutta-percha, guayule, chicle and similar natural gums",0200,"Forestry, logging and related service activities"
400211,Latex,2413,Manufacture of plastics in primary forms and of synthetic rubber
400219,Other,2413,Manufacture of plastics in primary forms and of synthetic rubber
400220,Butadiene rubber (BR),2413,Manufacture of plastics in primary forms and of synthetic rubber
400231,Isobutene-isoprene (butyl) rubber (IIR),2413,Manufacture of plastics in primary forms and of synthetic rubber
400239,Other,2413,Manufacture of plastics in primary forms and of synthetic rubber
400241,Latex,2413,Manufacture of plastics in primary forms and of synthetic rubber
400249,Other,2413,Manufacture of plastics in primary forms and of synthetic rubber
400251,Latex,2413,Manufacture of plastics in primary forms and of synthetic rubber
400259,Other,2413,Manufacture of plastics in primary forms and of synthetic rubber
400260,Isoprene rubber (IR),2413,Manufacture of plastics in primary forms and of synthetic rubber
400270,Ethylenepropylenenonconjugated diene rubber (EPDM),2413,Manufacture of plastics in primary forms and of synthetic rubber
400280,Mixtures of any product of heading 40.01 with any product of this heading,2413,Manufacture of plastics in primary forms and of synthetic rubber
400291,Latex,2413,Manufacture of plastics in primary forms and of synthetic rubber
400299,Other,2413,Manufacture of plastics in primary forms and of synthetic rubber
400300,"Reclaimed rubber in primary forms or in plates, sheets or strip.",2519,Manufacture of other rubber products
400400,"Waste, parings and scrap of rubber (other than hard rubber) and powders and granules obtained therefrom.",9999,Goods not elsewhere classified
400510,Compounded with carbon black or silica,2519,Manufacture of other rubber products
400520,Solutions; dispersions other than those of subheading 4005.10,2519,Manufacture of other rubber products
400591,"Plates, sheets and strip",2519,Manufacture of other rubber products
400599,Other,2519,Manufacture of other rubber products
400610,Camelback strips for retreading rubber tyres,2511,Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres
400690,Other,2519,Manufacture of other rubber products
400700,Vulcanised rubber thread and cord.,2519,Manufacture of other rubber products
400811,"Plates, sheets and strip",2519,Manufacture of other rubber products
400819,Other,2519,Manufacture of other rubber products
400821,"Plates, sheets and strip",2519,Manufacture of other rubber products
400829,Other,2519,Manufacture of other rubber products
400910,(-2001) Not reinforced or otherwise combined with other ma,2519,Manufacture of other rubber products
400911,(2002-) Without fittings,2519,Manufacture of other rubber products
400912,(2002-) With fittings,2519,Manufacture of other rubber products
400920,"(-2001) Reinforced or otherwise combined only with metal, ",2519,Manufacture of other rubber products
400921,(2002-) Without fittings,2519,Manufacture of other rubber products
400922,(2002-) With fittings,2519,Manufacture of other rubber products
400930,(-2001) Reinforced or otherwise combined only with textile,2519,Manufacture of other rubber products
400931,(2002-) Without fittings,2519,Manufacture of other rubber products
400932,(2002-) With fittings,2519,Manufacture of other rubber products
400940,(-2001) Reinforced or otherwise combined with other materi,2519,Manufacture of other rubber products
400941,(2002-) Without fittings,2519,Manufacture of other rubber products
400942,(2002-) With fittings,2519,Manufacture of other rubber products
400950,(-2001) With fittings,2519,Manufacture of other rubber products
401010,"(-1995) Conveyor... belting, of vulcanized rubber ",2519,Manufacture of other rubber products
401011,(1996-) Reinforced only with metal,2519,Manufacture of other rubber products
401012,(1996-) Reinforced only with textile materials,2519,Manufacture of other rubber products
401013,(1996-2006) Reinforced only with plastics,2519,Manufacture of other rubber products
401019,(1996-) Other,2519,Manufacture of other rubber products
401021,(1996-2001) Transmission belts or belting :-- Endless,2519,Manufacture of other rubber products
401022,(1996-2001) Transmission belts or belting :-- Endless,2519,Manufacture of other rubber products
401023,(1996-2001) Transmission belts or belting :-- Endless,2519,Manufacture of other rubber products
401024,(1996-2001) Transmission belts or belting :-- Endless,2519,Manufacture of other rubber products
401029,(1996-2001) Transmission belts or belting :-- Other,2519,Manufacture of other rubber products
401031,"(2002-) Endless transmission belts of trapezoidal crosssection     (V belts), Vribbed, of an outside circumference exceeding 60  cm but not exceeding 180 cm",2519,Manufacture of other rubber products
401032,"(2002-) Endless transmission belts of trapezoidal crosssection     (Vbelts), other than Vribbed, of an outside circumference exceeding 60 cm but not exceeding 180 cm",2519,Manufacture of other rubber products
401033,"(2002-) Endless transmission belts of trapezoidal crosssection     (V belts), Vribbed, of an outside circumference exceeding 180 cm but not exceeding 240 cm",2519,Manufacture of other rubber products
