year,code,country_wb,country_efw,sizeofgovernment,legalsystem,soundmoney,freetrade,regulation,index,gdppercapita,advanced
2004,443,Kuwait,Kuwait,6.2693582,7.7687554,8.0915298,7.999104,7.2996058,7.4828825,33259.883,0
2005,443,Kuwait,Kuwait,6.7228007,8.2724533,7.8402944,8.0264053,6.5999546,7.4625206,35185.93,0
2006,443,Kuwait,Kuwait,6.2686234,8.4469442,8.4361744,7.9349132,6.8919849,7.5737505,35160.855,0
2007,443,Kuwait,Kuwait,6.7725806,8.3309002,8.4878969,7.9708209,7.127419,7.7254281,34723.773,0
2008,443,Kuwait,Kuwait,5.4791451,8.0714521,8.8044739,7.8624253,7.120039,7.4625206,34462.641,0
2009,443,Kuwait,Kuwait,6.4430842,8.1401339,9.2609797,7.926497,7.0516901,7.7557635,30991.768,0
2010,443,Kuwait,Kuwait,6.4537663,8.0417795,9.257472,7.9714589,6.8980837,7.7153163,30532.943,0
2011,443,Kuwait,Kuwait,6.4757624,7.9438496,7.936419,7.9235659,6.7332644,7.3804255,31626.229,0
2012,443,Kuwait,Kuwait,6.1869268,7.9374409,7.8873539,7.7698288,7.0035901,7.3396497,,0
2000,449,Oman,Oman,5.3148074,8.0314007,8.3093596,8.6814814,7.3133917,7.5300002,11855.124,0
2001,449,Oman,Oman,5.2653494,8.0314007,8.5371208,8.6703701,7.3495712,7.5700002,12477.507,0
2002,449,Oman,Oman,5.2997546,8.0314007,8.3492699,8.5970373,7.3495708,7.5300002,12413.3,0
2003,449,Oman,Oman,5.3169713,7.9948769,8.6269941,8.5970364,7.3495708,7.5787063,12029.921,0
2004,449,Oman,Oman,4.9964056,7.9948769,8.5992327,8.5970364,7.1132345,7.4530392,12060.925,0
2005,449,Oman,Oman,4.9361115,7.890295,8.6764355,8.2197876,7.2315693,7.3937311,12252.613,0
2006,449,Oman,Oman,5.0324349,7.8177738,8.7932034,8.2275896,7.2342539,7.423625,12761.669,0
2007,449,Oman,Oman,5.2750821,9.0271797,8.4432068,8.5286112,7.4327607,7.7168002,13550.785,0
2008,449,Oman,Oman,5.5666137,9.1961842,7.8628249,8.6159382,7.0594769,7.6120949,15145.111,0
2009,449,Oman,Oman,5.5789595,9.1933908,7.3391819,8.660037,7.904676,7.7063298,14910.975,0
2010,449,Oman,Oman,5.3464055,9.1240053,8.8588181,8.7139874,8.0602922,8.0099764,14735.332,0
2011,449,Oman,Oman,4.810895,9.0243158,7.591084,8.7368145,7.4919434,7.5041184,14404.778,0
2012,449,Oman,Oman,4.9959111,9.1777334,7.5554767,8.9305925,7.6446304,7.6288404,,0
2000,453,Qatar,Qatar,,,,,,,48667.203,0
2001,453,Qatar,Qatar,,,,,,,48797.777,0
2002,453,Qatar,Qatar,,,,,,,50789.691,0
2003,453,Qatar,Qatar,,,,,,,50134.707,0
2004,453,Qatar,Qatar,,,,,,,55526.16,0
2005,453,Qatar,Qatar,,,,,,,52413.855,0
2006,453,Qatar,Qatar,,,,,,,52754.715,0
2007,453,Qatar,Qatar,,,,,,,52265.434,0
2008,453,Qatar,Qatar,,,,,,,52162.77,0
2009,453,Qatar,Qatar,,,,,,,50766.242,0
2010,453,Qatar,Qatar,,,,,,,52913.473,0
2011,453,Qatar,Qatar,,,,,,,57558.719,0
2012,453,Qatar,Qatar,,,,,,,,0
2000,456,Saudi Arabia,Saudi Arabia,,,,,,,13007.939,0
2001,456,Saudi Arabia,Saudi Arabia,,,,,,,12611.486,0
2002,456,Saudi Arabia,Saudi Arabia,,,,,,,12087.459,0
2003,456,Saudi Arabia,Saudi Arabia,,,,,,,12428.357,0
2004,456,Saudi Arabia,Saudi Arabia,,,,,,,12541.34,0
2005,456,Saudi Arabia,Saudi Arabia,,,,,,,12781.66,0
2006,456,Saudi Arabia,Saudi Arabia,,,,,,,12830.923,0
2007,456,Saudi Arabia,Saudi Arabia,,,,,,,12815.133,0
2008,456,Saudi Arabia,Saudi Arabia,,,,,,,13128.707,0
2009,456,Saudi Arabia,Saudi Arabia,,,,,,,12930.49,0
2010,456,Saudi Arabia,Saudi Arabia,,,,,,,13301.375,0
2011,456,Saudi Arabia,Saudi Arabia,,,,,,,13944.97,0
2012,456,Saudi Arabia,Saudi Arabia,,,,,,,,0
2000,463,Syria,Syria,3.7480772,5.4362955,6.4640517,5.0577507,3.9046698,4.9200001,1385.4288,0
2001,463,Syria,Syria,3.6470587,5.4362955,7.8624802,5.0577507,3.9990873,5.1999998,1428.705,0
2002,463,Syria,Syria,3.3273098,5.4362955,7.8627119,3.491004,4.0170426,4.8299999,1486.8518,0
2003,463,Syria,Syria,3.2561519,5.4946933,7.4860578,3.491004,4.0478826,4.7552609,1469.5038,0
2004,463,Syria,Syria,3.7603242,5.4946933,7.6858735,5.3910837,3.852726,5.2344737,1537.3472,0
2005,463,Syria,Syria,3.8965533,5.4829001,7.3924828,6.868259,3.8956883,5.4576125,1588.5056,0
2006,463,Syria,Syria,3.3703351,5.3253407,7.2579455,6.8186483,3.6926074,5.1959462,1611.3827,0
2007,463,Syria,Syria,3.960216,5.4530458,7.7856112,6.5902305,3.7993031,5.4621696,1637.3571,0
2008,463,Syria,Syria,4.0989699,5.1466408,6.9312649,6.9235806,3.4602709,5.2664566,1645.0576,0
2009,463,Syria,Syria,4.0094762,4.8646827,7.2994514,7.1518002,4.1425986,5.457468,1686.9259,0
2010,463,Syrian Arab Republic,Syria,4.2138076,4.9002218,7.2762666,7.1520376,4.1592836,5.5211387,1700.3937,0
2011,463,Syrian Arab Republic,Syria,,,,,,,,0
2012,463,Syrian Arab Republic,Syria,,,,,,,,0
2000,466,Unit. Arab Em.,Unit. Arab Em.,6.1065917,7.5152168,7.7473264,8.5839996,6.4509068,7.2800002,45969,0
2001,466,Unit. Arab Em.,Unit. Arab Em.,5.9572506,7.5152168,7.9489923,8.5839996,6.4867082,7.3000002,45038.34,0
2002,466,Unit. Arab Em.,Unit. Arab Em.,6.9766784,7.5152168,8.0904503,8.5846148,6.4465437,7.52,44819.758,0
2003,466,Unit. Arab Em.,Unit. Arab Em.,6.9671192,7.1365952,8.1096592,8.5846148,6.3648863,7.4302387,46661.391,0
2004,466,Unit. Arab Em.,Unit. Arab Em.,7.0531487,6.6646714,7.8035531,8.5006742,6.2746611,7.2638168,47081.156,0
2005,466,Unit. Arab Em.,Unit. Arab Em.,8.0943251,7.1807089,7.6029291,8.5532274,6.1095858,7.4968805,43533.891,0
2006,466,Unit. Arab Em.,Unit. Arab Em.,8.1516781,7.2710609,8.1310377,8.603529,6.1846328,7.6524582,40714.52,0
2007,466,Unit. Arab Em.,Unit. Arab Em.,8.7310896,7.3767471,7.9208827,8.5685921,6.1912022,7.7399702,35341.664,0
2008,466,Unit. Arab Em.,Unit. Arab Em.,8.2494726,7.4976201,7.8751378,8.6360607,6.3060985,7.701076,31129.514,0
2009,466,Unit. Arab Em.,Unit. Arab Em.,7.4332957,7.2610064,7.6475682,8.6511021,6.1529279,7.4190922,26978.936,0
2010,466,United Arab Emirates,Unit. Arab Em.,7.9443254,7.1811867,7.933322,8.5484533,6.7007904,7.671905,25020.82,0
2011,466,United Arab Emirates,Unit. Arab Em.,7.8082776,7.4166012,8.6223946,8.5725546,6.5716343,7.7879,24824.795,0
2012,466,United Arab Emirates,Unit. Arab Em.,7.7893438,7.5555534,8.3949575,8.6560659,6.7446351,7.8170319,,0
2000,469,Egypt,Egypt,6.1273441,5.8718734,9.5305271,6.6581187,5.837431,6.8099999,1140.1177,0
2001,469,Egypt,Egypt,6.621614,4.6089334,9.5751886,6.68996,5.5040007,6.5999999,1161.6714,0
2002,469,Egypt,Egypt,5.779366,4.9333334,9.6789455,5.2104445,5.4961524,6.2199998,1170.079,0
2003,469,Egypt,Egypt,5.6638913,4.699038,9.2798996,5.151,5.7116399,6.0976396,1187.8024,0
2004,469,Egypt,Egypt,5.6271405,4.4878983,8.6510067,6.3890557,5.1755347,6.0772119,1216.1115,0
2005,469,Egypt,Egypt,6.3447428,5.6349092,8.8468208,6.6722031,5.3730845,6.5861912,1249.4933,0
2006,469,Egypt,Egypt,6.3581462,5.9678264,8.7383356,6.8163261,5.6820903,6.7195563,1312.8193,0
2007,469,Egypt,Egypt,7.1225533,6.3180752,8.6798592,6.9631662,5.7098241,6.9657688,1382.407,0
2008,469,Egypt,Egypt,6.9737058,5.8316612,8.2554531,6.894886,5.9651465,6.791368,1456.5657,0
2009,469,Egypt,Egypt,6.5404429,5.5986791,8.6646328,6.7398534,5.8893361,6.6887798,1499.3386,0
2010,469,"Egypt, Arab Rep.",Egypt,7.2740631,5.4031157,8.8112154,6.7272,5.6850014,6.7723894,1550.2406,0
2011,469,"Egypt, Arab Rep.",Egypt,7.2117524,4.6853604,9.0655231,6.6765327,5.4802155,6.6159873,1551.3981,0
2012,469,"Egypt, Arab Rep.",Egypt,7.6967506,4.1687665,9.2192736,6.5866404,5.1799293,6.5532765,1559.6058,0
2000,513,Bangladesh,Bangladesh,8.0694818,3.2257404,7.0218973,5.7143016,6.0591431,6.02,349.50534,0
2001,513,Bangladesh,Bangladesh,8.0694818,2.7868252,6.9745121,5.6545806,5.5528607,5.8099999,361.53085,0
2002,513,Bangladesh,Bangladesh,8.0694818,3.0422611,6.9317055,5.7402377,6.1418409,5.9869542,371.22073,0
2003,513,Bangladesh,Bangladesh,8.1029015,2.6030307,6.8922539,5.7750492,6.0243235,5.886838,384.61304,0
2004,513,Bangladesh,Bangladesh,8.0435705,2.5955884,6.7391572,5.5814991,5.4314322,5.6855788,402.80032,0
2005,513,Bangladesh,Bangladesh,8.6192074,3.3525765,6.6480093,5.7693048,6.4414301,6.16605,421.12332,0
2006,513,Bangladesh,Bangladesh,8.8742304,3.5689218,6.6033163,6.1064043,6.5500603,6.3384562,443.66769,0
2007,513,Bangladesh,Bangladesh,8.862175,3.5130215,6.3782759,6.0866828,6.6077509,6.2877483,467.06497,0
2008,513,Bangladesh,Bangladesh,8.8296776,3.635437,6.386137,5.9190788,6.6773272,6.2877483,490.90726,0
2009,513,Bangladesh,Bangladesh,9.0907001,4.0805826,6.7351599,5.8588009,6.8176179,6.5108619,513.76782,0
2010,513,Bangladesh,Bangladesh,8.8282003,4.0887051,6.4831238,5.9915681,6.7142382,6.4094467,539.09991,0
2011,513,Bangladesh,Bangladesh,8.8163967,4.0404005,6.4883409,6.0570993,6.9274917,6.4505472,568.72662,0
2012,513,Bangladesh,Bangladesh,8.8384552,3.6660419,6.7156997,6.0489969,6.8299971,6.4201198,597.49396,0
2000,518,Myanmar,Myanmar,5.7591329,2.919328,5.5301604,0,4.1409569,3.6700001,,0
2001,518,Myanmar,Myanmar,5.7814956,2.919328,4.3078747,0,4.1665177,3.4400001,,0
2002,518,Myanmar,Myanmar,5.8619833,2.919328,2.5499067,0,3.9546657,3.0904813,,0
2003,518,Myanmar,Myanmar,5.841331,2.5641999,3.4304781,0,3.983254,3.1916578,,0
2004,518,Myanmar,Myanmar,5.7719064,2.5641999,4.8596935,0,5.2411847,3.6699464,,0
2005,518,Myanmar,Myanmar,6.3333335,2.5999999,4.9564404,0,4.3592901,3.6331551,,0
2006,518,Myanmar,Myanmar,6.3333335,4.0666666,4.6703062,0,4.2085638,3.932143,,0
2007,518,Myanmar,Myanmar,6.3333335,3.2555556,4.3728261,0,3.6894443,3.5244322,,0
2008,518,Myanmar,Myanmar,6.333333,3.1888888,4.935833,0,3.6885386,3.6150346,,0
2009,518,Myanmar,Myanmar,6.333333,3.1888888,6.253263,0,3.3061371,3.7781188,,0
2010,518,Myanmar,Myanmar,6.333333,3.1888888,5.7327538,0,4.3917971,3.8868418,,0
2011,518,Myanmar,Myanmar,5.6693983,3.1888888,5.9421329,0,4.4832573,3.8143599,,0
2012,518,Myanmar,Myanmar,6.1693983,3.2679992,6.4599733,0,4.926024,4.7838054,,0
2000,522,Cambodia,Cambodia,,,,,,,329.43262,0
2001,522,Cambodia,Cambodia,,,,,,,348.78867,0
2002,522,Cambodia,Cambodia,,,,,,,365.18347,0
2003,522,Cambodia,Cambodia,,,,,,,389.35168,0
2004,522,Cambodia,Cambodia,,,,,,,422.58774,0
2005,522,Cambodia,Cambodia,,,,,,,471.16251,0
2006,522,Cambodia,Cambodia,,,,,,,514.26398,0
2007,522,Cambodia,Cambodia,,,,,,,558.85797,0
2008,522,Cambodia,Cambodia,,,,,,,587.98969,0
2009,522,Cambodia,Cambodia,,,,,,,580.0238,0
2010,522,Cambodia,Cambodia,,,,,,,605.16803,0
2011,522,Cambodia,Cambodia,,,,,,,637.26257,0
2012,522,Cambodia,Cambodia,,,,,,,671.63629,0
2000,524,Sri Lanka,Sri Lanka,7.01682,4.2103209,6.742723,6.3485503,6.4864464,6.1599998,1051.743,0
2001,524,Sri Lanka,Sri Lanka,7.0208278,4.8355131,6.2883911,6.4152246,6.0448465,6.1199999,1052.2916,0
2002,524,Sri Lanka,Sri Lanka,7.3314538,3.5763574,6.4861784,6.6621766,6.4446001,6.0805798,1086.8417,0
2003,524,Sri Lanka,Sri Lanka,7.4939289,3.7856727,6.5909925,6.9266195,6.5832415,6.2597132,1136.2695,0
2004,524,Sri Lanka,Sri Lanka,7.3950725,3.6198261,6.5083165,6.5720029,6.2382112,6.053349,1181.9882,0
2005,524,Sri Lanka,Sri Lanka,8.0910215,4.0784144,6.1337795,6.4644022,6.2741704,6.2093129,1242.4043,0
2006,524,Sri Lanka,Sri Lanka,8.5252104,4.3037715,6.1041136,6.5824332,6.4687977,6.3925066,1323.2499,0
2007,524,Sri Lanka,Sri Lanka,7.3320394,4.3593912,6.037878,6.6537266,6.5866814,6.1996708,1400.4352,0
2008,524,Sri Lanka,Sri Lanka,7.1026659,4.3094974,5.8577147,6.4015031,6.4426951,6.0357604,1470.698,0
2009,524,Sri Lanka,Sri Lanka,6.6556797,4.4896975,6.6943121,6.4420214,6.4034967,6.1514621,1505.3956,0
2010,524,Sri Lanka,Sri Lanka,7.0806074,4.5997953,6.5481858,6.4359384,6.5841937,6.2575216,1610.0848,0
2011,524,Sri Lanka,Sri Lanka,7.8375177,4.6745725,6.462688,6.4281812,6.6357026,6.4118738,1724.8264,0
2012,524,Sri Lanka,Sri Lanka,7.9469481,4.5084591,6.4921894,6.3990684,6.6793094,6.4118738,1884.2327,0
2000,532,Hong Kong,Hong Kong,9.3547812,7.2335186,9.1079578,9.7226934,8.8858395,8.8599997,22152.246,0
2001,532,Hong Kong,Hong Kong,9.3162708,7.0204678,9.376235,9.6881781,8.6506691,8.8100004,22112.928,0
2002,532,Hong Kong,Hong Kong,8.9972534,7.2999935,9.3087626,9.4785156,8.8689184,8.79,22379.949,0
2003,532,Hong Kong,Hong Kong,8.9632406,7.4101248,9.231513,9.5565157,9.0202837,8.8398867,23109.521,0
2004,532,Hong Kong,Hong Kong,9.106245,7.4365005,9.2052631,9.2457523,8.6588335,8.7400007,24924.922,0
2005,532,Hong Kong,Hong Kong,9.082551,7.9899559,9.4750986,9.4144545,8.6777925,8.9291353,26649.75,0
2006,532,Hong Kong,Hong Kong,9.2497416,8.0990324,9.3644667,9.4023314,8.579607,8.939023,28341.314,0
2007,532,Hong Kong,Hong Kong,9.3020258,8.0997229,9.5053291,9.4946842,8.6494541,9.0082417,29915.252,0
2008,532,Hong Kong,Hong Kong,9.4102478,8.062089,9.5361004,9.4538231,8.78508,9.0477943,30369.59,0
2009,532,Hong Kong,Hong Kong,9.3539963,8.1421213,9.2781744,9.266017,8.7211628,8.9489117,29559.045,0
2010,532,"Hong Kong SAR, China",Hong Kong,8.8913689,7.970665,9.3103123,9.260704,8.8898573,8.8599167,31336.082,0
2011,532,"Hong Kong SAR, China",Hong Kong,8.9455233,7.8471966,9.2143364,9.2504711,8.8291397,8.8203278,32636.031,0
2012,532,"Hong Kong SAR, China",Hong Kong,9.3799696,7.7578588,9.1877556,9.256403,8.8359442,8.8796577,32741.764,0
2000,534,India,India,6.8320341,5.9927974,6.8798256,5.5100551,6.3963671,6.3200002,576.9295,0
2001,534,India,India,6.8762622,5.708333,6.9114823,5.7623644,5.5660062,6.1599998,595.60284,0
2002,534,India,India,6.6441994,6.0333333,6.8844838,6.2363191,6.1746926,6.3899999,608.98712,0
2003,534,India,India,6.7338796,5.9719448,7.0429602,6.393611,6.3859458,6.5024638,647.0993,0
2004,534,India,India,6.261714,6.5389209,6.950748,6.0970469,6.2357559,6.3999014,687.30737,0
2005,534,India,India,7.4206882,7.2878447,6.8363366,6.3530846,6.6451588,6.8890657,740.11591,0
2006,534,India,India,7.1415472,6.8897614,6.7042913,6.4834142,6.3369598,6.6840343,797.25964,0
2007,534,India,India,6.5600629,6.7553616,6.7081947,6.4433765,6.3763199,6.5507636,863.4646,0
2008,534,India,India,6.4606586,6.7779021,6.6899924,6.5122232,6.4162855,6.5507636,885.1734,0
2009,534,India,India,6.3283057,6.4772105,6.5523009,6.4819217,6.5888119,6.468751,947.74799,0
2010,534,India,India,6.374629,6.2186322,6.4162712,6.4781451,6.604629,6.4072413,1034.2432,0
2011,534,India,India,6.7158246,6.3651977,6.668098,6.5512967,6.7417059,6.5921698,1085.729,0
2012,534,India,India,7.2116108,6.2693305,6.7278171,6.4594021,6.6531143,6.6536832,1106.7975,0
2000,536,Indonesia,Indonesia,7.5704775,3.3629253,6.2047205,7.154789,6.0421696,6.0700002,1086.0509,0
2001,536,Indonesia,Indonesia,7.5325308,2.8921568,6.044754,7.2326927,4.7851915,5.6999998,1109.5217,0
2002,536,Indonesia,Indonesia,7.3597202,4.0999999,6.2064705,6.7714462,5.719708,6.0300002,1142.9028,0
2003,536,Indonesia,Indonesia,7.2457981,4.4784231,7.2260852,7.0434184,5.9248376,6.3792677,1180.4797,0
2004,536,Indonesia,Indonesia,7.1835079,4.0332179,7.4357243,6.9772482,5.3296676,6.1961308,1222.2295,0
2005,536,Indonesia,Indonesia,7.5922337,4.1925435,7.3907418,7.2961779,6.6984568,6.6262751,1273.4652,0
2006,536,Indonesia,Indonesia,7.6162524,4.3290777,7.1816664,7.4871011,6.9152279,6.6876297,1324.4668,0
2007,536,Indonesia,Indonesia,7.6127024,4.4365239,7.5606461,7.3092723,6.9850192,6.7694354,1388.6064,0
2008,536,Indonesia,Indonesia,7.4491057,4.6271152,7.5480475,7.2067995,6.895154,6.7387581,1451.5583,0
2009,536,Indonesia,Indonesia,7.5836849,4.5566025,7.7067709,7.1687827,6.9133959,6.7796612,1498.0073,0
2010,536,Indonesia,Indonesia,7.8955421,4.381238,8.9877672,7.0734644,6.8850646,7.0455303,1570.153,0
2011,536,Indonesia,Indonesia,7.7867002,4.4858317,9.0845928,7.0789628,6.8634787,7.0537577,1650.629,0
2012,536,Indonesia,Indonesia,7.7166562,4.5583577,8.9072227,7.0986834,6.9598327,7.0333414,1731.6527,0
2000,542,"Korea, South","Korea, South",6.2636681,5.9707999,8.2729969,7.1922255,6.2589998,6.79,14428.787,0
2001,542,"Korea, South","Korea, South",6.2483377,6.351634,9.3233328,7.5546846,6.0195627,7.0999999,14891.553,0
2002,542,"Korea, South","Korea, South",6.3808055,6.2333322,9.2295208,7.4034882,6.5267563,7.1500001,15867.511,0
2003,542,"Korea, South","Korea, South",6.8063307,6.3390946,9.4171515,7.3525696,6.4841976,7.2694988,16231.462,0
2004,542,"Korea, South","Korea, South",6.7394238,6.3610201,9.5277996,7.4747257,6.5305986,7.3091145,16917.568,0
2005,542,"Korea, South","Korea, South",6.66327,6.5197749,9.5250158,6.6823783,6.9984689,7.2599277,17550.854,0
2006,542,"Korea, South","Korea, South",6.6236796,7.0638132,9.5395212,6.9998655,7.0137382,7.4351006,18370.459,0
2007,542,"Korea, South","Korea, South",6.9830604,6.8788643,9.6316214,7.1564393,6.7438335,7.4740276,19218.629,0
2008,542,"Korea, South","Korea, South",6.9235458,6.3802767,9.4704847,6.9577761,6.6271243,7.2599277,19519.367,0
2009,542,"Korea, South","Korea, South",6.8224001,6.1442103,9.4892244,7.0215073,6.7593579,7.2307324,19488.963,0
2010,542,"Korea, Rep.","Korea, South",6.8513584,6.1390672,9.5771503,7.0414786,6.8442016,7.2793913,20625.1,0
2011,542,"Korea, Rep.","Korea, South",6.838079,6.2733021,9.470952,7.0438814,6.8538156,7.2894664,21226.027,0
2012,542,"Korea, Rep.","Korea, South",6.8527846,6.0797477,9.5468473,6.9909596,6.9057598,7.2699761,21562.447,0
2000,548,Malaysia,Malaysia,6.0782938,5.6177025,8.1503153,6.8801517,7.2195506,6.79,4861.8574,0
2001,548,Malaysia,Malaysia,5.3912487,6.1491818,6.7425098,6.7939157,6.8631639,6.3899999,4783.8779,0
2002,548,Malaysia,Malaysia,5.2976642,6.5666666,6.7292991,6.8529363,7.4717784,6.5799999,4940.9863,0
2003,548,Malaysia,Malaysia,5.2654457,6.5961623,7.0231633,6.7914605,7.6688895,6.6616125,5126.856,0
2004,548,Malaysia,Malaysia,6.0747695,7.0420103,6.7435541,6.8217096,6.7991252,6.6921701,5372.2339,0
2005,548,Malaysia,Malaysia,6.0288272,7.2665133,6.6010714,6.8728852,8.1849232,6.9765115,5553.9434,0
2006,548,Malaysia,Malaysia,5.9170322,6.8909254,6.6493897,6.9238429,8.1689672,6.8967795,5756.3979,0
2007,548,Malaysia,Malaysia,6.2240882,6.8296189,6.7764235,6.899581,8.1590662,6.9665451,6007.9106,0
2008,548,Malaysia,Malaysia,5.9769096,6.3832583,6.5805726,6.6294861,7.9880886,6.6974511,6185.5034,0
2009,548,Malaysia,Malaysia,5.5474148,6.6460567,6.5019503,6.5932894,8.0394392,6.6476188,5984.915,0
2010,548,Malaysia,Malaysia,6.1282558,7.136714,6.5247808,6.773777,8.243948,6.9466119,6302.9512,0
2011,548,Malaysia,Malaysia,6.0091362,7.2195511,6.4950209,7.0928884,8.2637558,7.007103,6512.1309,0
2012,548,Malaysia,Malaysia,5.9587717,7.0642114,6.4991016,7.0731564,8.3949747,6.9871397,6764.5122,0
2000,558,Nepal,Nepal,5.2992301,5.0135722,6.9708791,5.9719863,6.0923123,5.8699999,296.8241,0
2001,558,Nepal,Nepal,5.1617646,5.0135722,6.9590745,5.9734678,6.2723503,5.8800001,304.87793,0
2002,558,Nepal,Nepal,5.0856776,5.0135722,6.80266,5.9445791,6.3122692,5.8299999,299.57428,0
2003,558,Nepal,Nepal,5.307353,3.4281826,6.5944428,5.9016161,6.2023473,5.5100002,306.02615,0
2004,558,Nepal,Nepal,5.2970586,3.4348385,6.7557864,5.8830972,6.0571399,5.5100002,315.26086,0
2005,558,Nepal,Nepal,9.2250004,2.984895,6.5993252,6.1470237,6.0040436,6.1778789,321.45502,0
2006,558,Nepal,Nepal,9.2617645,3.5504987,6.821517,6.1642823,6.1000257,6.3964806,327.82132,0
2007,558,Nepal,Nepal,8.35532,2.7855065,6.8406591,6.0580235,6.1243353,6.0163035,334.87775,0
2008,558,Nepal,Nepal,8.2014704,2.8446207,6.3570766,5.9172244,6.1216869,5.8832417,351.26804,0
2009,558,Nepal,Nepal,7.6005163,2.7247055,6.1256042,5.9877276,6.0210047,5.6836486,363.10333,0
2010,558,Nepal,Nepal,7.6985292,2.8362422,6.2647333,5.9350667,6.4595165,5.8357191,376.32358,0
2011,558,Nepal,Nepal,7.7637219,3.0718539,6.3354182,5.8938704,7.0208764,6.0103469,386.47223,0
2012,558,Nepal,Nepal,7.5943308,3.1075416,6.4003301,5.9365501,6.7016587,5.9428148,399.69919,0
2000,564,Pakistan,Pakistan,7.18928,4.8441067,6.1453967,2.8541112,5.9951267,5.4099998,597.21777,0
2001,564,Pakistan,Pakistan,7.7735729,3.0856957,6.3763819,3.5679379,6.2866101,5.4200001,596.51172,0
2002,564,Pakistan,Pakistan,7.7041759,2.6111112,6.1682687,4.8739295,6.7390041,5.6199999,604.07776,0
2003,564,Pakistan,Pakistan,7.3361931,2.3276401,6.0196028,4.7018619,6.6106339,5.3979039,622.02472,0
2004,564,Pakistan,Pakistan,7.4195647,2.4817293,5.6987667,4.6332817,6.766398,5.4073572,656.1015,0
2005,564,Pakistan,Pakistan,8.2568178,2.929076,6.0388823,5.0235271,6.9054351,5.8603296,693.79639,0
2006,564,Pakistan,Pakistan,7.9934783,3.2197082,6.0845742,5.0757236,7.0408416,5.9267087,723.22186,0
2007,564,Pakistan,Pakistan,7.8441606,2.9900157,6.2552905,5.1211333,7.052772,5.8887777,750.23065,0
2008,564,Pakistan,Pakistan,8.1808805,2.8442116,5.6666369,5.0143828,6.7168851,5.7180886,748.14862,0
2009,564,Pakistan,Pakistan,8.6525202,2.8510633,5.9808202,5.156455,6.9026704,5.9267087,760.98596,0
2010,564,Pakistan,Pakistan,8.6777563,3.0901,6.0402789,4.7644691,6.9100718,5.9172258,774.07245,0
2011,564,Pakistan,Pakistan,8.5001202,3.0578024,6.2253366,5.174499,6.8725705,6.0130644,783.30426,0
2012,564,Pakistan,Pakistan,8.4188662,2.9704566,6.020927,5.2323675,6.8848991,5.9465694,802.45081,0
2000,566,Philippines,Philippines,6.8678222,4.6474619,9.233489,7.0885282,7.0004611,6.9699998,1060.55,0
2001,566,Philippines,Philippines,7.6483121,3.9444444,9.2367229,7.1047139,6.0957427,6.8099999,1068.5924,0
2002,566,Philippines,Philippines,7.8773417,3.7333333,9.2572222,6.9092093,6.8228431,6.9200001,1084.8973,0
2003,566,Philippines,Philippines,7.9712629,3.7894912,9.5533266,6.7322645,6.6491852,6.9401751,1116.059,0
2004,566,Philippines,Philippines,8.0551138,3.7278562,8.119998,7.0123091,6.2740064,6.6423135,1167.812,0
2005,566,Philippines,Philippines,8.7919855,4.283217,7.939476,7.1129994,6.7538738,6.9960461,1200.9382,0
2006,566,Philippines,Philippines,8.7941179,4.3738818,8.069952,7.0253825,6.8723097,7.0455933,1241.5466,0
2007,566,Philippines,Philippines,8.2869425,4.2474537,8.1836452,6.9665351,6.8393068,6.9266801,1301.2212,0
2008,566,Philippines,Philippines,8.4102936,4.1082039,7.7779436,6.8571444,6.8569498,6.8176765,1332.8269,0
2009,566,Philippines,Philippines,8.0838232,4.0221343,7.9781671,6.9369254,6.7879338,6.778039,1325.9028,0
2010,566,Philippines,Philippines,8.3117647,3.8484664,9.2914305,6.9421396,6.8030958,7.0455933,1403.3064,0
2011,566,Philippines,Philippines,8.3421822,4.0863528,9.2833071,7.0034814,7.0988417,7.1751847,1433.4764,0
2012,566,Philippines,Philippines,8.2760057,4.2621584,9.4198055,6.9613276,7.1337671,7.2247372,1501.8293,0
2000,576,Singapore,Singapore,7.969718,8.5296383,9.4634962,9.1477242,7.915504,8.6099997,24287.629,0
2001,576,Singapore,Singapore,7.5540233,8.5003223,9.5973167,9.210947,7.7106256,8.5100002,23368.49,0
2002,576,Singapore,Singapore,7.8577385,8.6333332,9.6498156,9.1427727,8.4051609,8.7399998,24128.844,0
2003,576,Singapore,Singapore,7.841167,8.2989969,9.6529894,9.1442308,8.4373684,8.6801367,25609.316,0
2004,576,Singapore,Singapore,7.9286718,8.1933403,9.5579386,9.1711941,8.0363073,8.5805941,27606.693,0
2005,576,Singapore,Singapore,7.9959221,8.2063665,9.7146759,9.1698093,8.5078621,8.7297354,28952.809,0
2006,576,Singapore,Singapore,7.8649745,8.271842,9.531455,9.1863184,8.2783928,8.6410589,30480.479,0
2007,576,Singapore,Singapore,7.9643049,8.3231344,9.349577,9.2266779,8.3465309,8.6509113,31874.018,0
2008,576,Singapore,Singapore,8.1705885,8.2224855,9.1001472,9.1856709,8.3623934,8.6213531,30750.334,0
2009,576,Singapore,Singapore,8.1161766,8.1161156,9.1184788,9.1961174,8.3772964,8.591794,29601.875,0
2010,576,Singapore,Singapore,8.0588236,8.105237,9.0506811,9.1937723,8.6902666,8.6312056,33380.938,0
2011,576,Singapore,Singapore,8.1617641,8.0988321,8.8820505,9.1381407,8.3338919,8.5328121,34378.922,0
